Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2681,903233100,50,5,52,6240,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,7,8,3,0,3,4,0,4,4,3,5,0,5,0,1042,1042,0,0,1,4,1042,534,0,1576,0,0,1,0,3,1,4,8,7,1,5,1928,2,1,225,4,4,2,0,0,0,0,0,0,0,8,2006,9,3,149000
2682,903233220,50,5,51,6120,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1984,1,1,7,8,3,0,3,2,0,4,4,3,5,0,5,0,741,741,0,2,1,4,741,583,0,1324,0,0,1,0,3,1,2,7,7,0,5,1930,2,1,180,1,4,2,0,0,55,0,0,0,0,2,2006,9,4,110000
2683,903234030,30,5,50,6000,1,3,3,0,4,0,20,0,2,0,2,6,6,1925,1980,1,1,7,8,3,0,3,2,0,4,4,3,1,397,5,0,706,1103,0,2,1,4,1103,0,0,1103,0,0,1,0,2,1,2,5,7,1,5,1976,2,2,440,4,4,2,166,120,0,0,0,0,0,7,2006,9,4,110500
2684,903235020,30,5,50,6000,1,3,3,0,4,0,3,2,2,0,2,5,7,1921,1950,1,1,12,15,3,0,3,4,1,4,4,3,3,616,5,0,0,616,0,2,1,4,616,0,0,616,0,0,1,0,2,1,4,4,7,0,5,1921,2,1,205,4,4,2,0,0,129,0,0,0,0,6,2006,9,4,89000
2685,903236200,45,5,58,6380,1,3,3,0,4,0,3,2,2,0,1,5,6,1922,1950,1,1,7,8,3,0,3,4,0,4,1,3,5,0,5,0,993,993,0,4,1,0,1048,0,0,1048,0,0,1,0,2,1,4,5,7,1,5,1922,2,1,280,4,4,2,0,0,116,0,0,0,0,8,2006,9,4,113000
2686,903400030,30,4,50,11672,1,1,3,0,4,0,3,2,2,0,2,5,5,1925,1950,1,1,7,8,3,0,3,4,0,4,4,3,5,0,5,0,816,816,0,4,1,0,816,0,0,816,0,0,1,0,2,1,4,4,7,0,5,1925,2,1,210,1,1,0,168,0,112,0,0,0,0,7,2006,9,4,109000
2687,903425190,50,5,90,33120,1,2,3,0,4,0,20,6,1,0,0,6,5,1962,1962,1,1,2,14,3,0,3,4,1,4,4,3,5,0,5,0,1595,1595,0,4,1,4,1611,875,0,2486,0,0,2,0,5,1,4,8,7,1,5,1962,2,2,576,4,4,2,0,0,0,0,0,0,0,10,2006,9,4,220000
2688,903425340,190,4,60,9873,1,3,3,0,4,0,3,6,2,1,2,4,5,1970,1970,1,1,5,6,1,160,3,4,1,4,4,0,0,789,5,0,171,960,1,4,0,4,960,0,0,960,1,0,1,0,3,1,4,6,7,0,5,1970,2,2,576,4,4,2,0,288,0,0,0,0,0,5,2006,9,4,129000
2689,903430090,50,5,59,5310,1,3,3,0,0,0,20,1,2,0,0,6,8,1910,2003,3,1,11,13,3,0,3,2,1,4,1,3,5,0,5,0,485,485,0,2,1,4,1001,634,0,1635,0,0,1,0,2,1,2,5,7,0,1,1950,2,1,255,1,4,2,394,0,0,0,0,0,0,6,2006,9,4,117000
2691,903451050,50,5,60,10320,1,3,3,0,4,0,11,2,2,0,0,4,5,1924,1950,1,1,7,8,3,0,3,4,0,4,1,3,5,0,5,0,596,596,0,3,1,1,834,596,0,1430,0,0,2,0,3,1,1,7,7,0,5,1924,2,2,370,1,1,2,218,0,0,0,210,0,0,10,2006,9,0,107000
2692,903452090,70,5,60,7518,1,3,3,0,3,0,11,2,2,0,5,5,8,1910,2004,1,1,0,10,3,0,1,2,0,1,1,3,5,0,5,0,396,396,0,2,1,4,665,665,0,1330,0,0,1,0,3,1,4,7,7,0,5,2001,2,1,390,4,4,0,0,72,45,0,0,0,0,7,2006,9,4,116500
2694,903454080,50,5,50,8600,1,3,0,0,4,0,11,2,2,0,0,6,6,1937,1950,1,1,7,8,3,0,3,4,0,4,4,3,5,0,5,0,780,780,0,4,1,4,780,596,0,1376,0,0,2,0,3,1,4,7,7,1,5,1937,2,1,198,4,4,0,0,0,0,0,0,0,0,6,2006,9,4,119500
2695,903455090,50,5,60,7200,1,3,3,0,0,0,11,2,2,0,0,5,6,1938,1995,1,1,12,14,3,0,3,4,1,4,4,3,5,0,5,0,803,803,0,0,1,4,803,557,0,1360,0,0,1,1,2,1,2,6,7,0,5,1951,2,1,297,4,4,2,0,65,190,0,0,0,0,7,2006,9,4,125500
2696,903456060,30,5,60,9786,1,3,3,0,4,0,11,2,2,0,2,3,4,1922,1950,3,1,12,14,3,0,3,4,0,4,1,3,5,0,5,0,1007,1007,0,1,0,4,1077,0,0,1077,0,0,1,0,3,1,4,6,7,1,5,1922,2,1,210,4,1,1,0,100,48,0,0,0,0,5,2006,9,4,91000
2698,903458010,30,5,60,7200,1,3,3,0,0,0,11,2,2,0,2,6,6,1930,1950,1,1,11,13,3,0,3,4,0,4,4,3,3,343,5,0,641,984,0,4,1,1,984,0,0,984,0,0,1,0,3,1,4,6,7,0,5,1930,2,1,308,4,4,0,0,0,164,0,0,0,0,3,2006,4,3,90000
2699,904100030,50,4,82,12375,1,3,3,0,4,0,22,1,2,0,0,5,5,1951,1951,1,1,5,6,4,41,3,1,1,4,4,3,1,329,5,0,477,806,0,4,1,4,1081,341,0,1422,1,0,1,0,3,1,4,7,7,1,5,1951,2,1,288,4,4,2,0,0,0,0,0,0,0,6,2006,9,4,137500
2700,904100090,90,4,120,11136,1,3,3,0,0,0,22,1,1,2,2,6,5,1964,1964,1,1,2,3,3,0,3,4,1,4,4,3,5,0,5,0,1921,1921,0,4,1,4,1921,0,0,1921,0,0,2,0,4,2,4,8,7,0,5,1964,2,2,576,4,4,2,0,180,0,0,0,0,0,7,2006,9,4,150000
2702,904101040,80,4,92,6930,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,12,7,1,120,3,4,1,4,4,0,1,300,4,294,468,1062,0,0,1,1,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,3,1958,2,1,288,4,4,2,168,0,294,0,0,0,0,7,2006,9,0,130000
2704,904302020,30,4,50,5220,1,0,3,0,4,0,21,2,2,0,2,5,3,1936,1950,1,1,12,15,3,0,3,4,0,4,4,3,5,0,5,0,830,830,0,2,1,4,879,0,0,879,0,0,1,0,2,1,4,4,7,0,5,1936,2,1,180,4,4,1,0,108,0,0,0,0,0,1,2006,9,4,80000
2705,904302030,20,4,50,5500,1,3,3,0,4,0,21,2,2,0,2,7,5,2004,2004,5,1,11,13,3,0,3,4,2,2,2,2,2,510,3,373,190,1073,0,0,1,4,1073,0,0,1073,1,0,2,0,2,1,4,4,7,0,5,2004,2,1,246,4,4,2,0,120,0,0,0,0,0,5,2006,9,4,157000
2706,905100030,20,4,75,11235,1,3,3,0,4,0,22,2,2,0,2,4,5,1963,1979,1,1,5,6,1,51,3,4,1,4,4,3,4,547,5,0,504,1051,0,2,1,4,1382,0,0,1382,0,0,1,1,3,1,4,6,7,1,1,1974,2,2,459,4,4,2,0,82,0,0,0,0,0,10,2006,9,4,148000
2708,905101450,20,4,70,8414,1,3,3,0,4,0,22,2,2,0,2,6,8,1963,2003,3,1,5,6,3,0,3,4,1,4,4,3,2,663,5,0,396,1059,0,4,1,4,1068,0,0,1068,0,1,1,0,3,1,4,6,7,0,1,1963,1,1,264,4,4,2,192,0,0,0,0,0,0,2,2006,9,4,154500
2709,905103130,20,4,69.22459016,11327,1,0,3,0,4,0,22,2,2,0,2,5,6,1967,1967,3,1,5,6,1,305,3,4,1,4,4,0,0,779,5,0,285,1064,0,4,1,4,1064,0,0,1064,0,1,1,0,3,1,4,6,7,1,1,1967,2,2,528,4,4,2,314,48,0,0,0,0,0,6,2006,9,4,153600
2710,905103140,80,4,96,11777,1,0,3,0,4,0,22,2,2,0,7,5,6,1966,1966,1,1,11,13,1,97,3,4,1,4,4,0,3,328,0,551,285,1164,0,0,1,4,1320,0,0,1320,1,0,1,0,3,1,4,6,7,2,1,1966,1,2,564,4,4,2,160,68,240,0,0,0,0,5,2006,9,0,164500
2711,905103180,80,4,80,10366,1,0,3,0,0,0,22,2,2,0,7,6,7,1964,1964,1,1,5,10,3,0,3,2,1,4,4,0,2,456,5,0,456,912,0,4,1,4,934,0,0,934,0,1,1,0,2,1,4,4,7,0,1,1964,2,1,336,4,4,2,77,0,0,0,0,0,500,7,2006,9,4,132000
2712,905105010,20,4,75,9000,1,3,3,0,0,0,22,2,2,0,2,5,6,1966,1966,1,1,8,10,3,0,3,4,1,4,4,3,0,773,5,0,286,1059,0,2,1,4,1059,0,0,1059,1,0,1,0,3,1,4,6,7,0,1,1966,0,1,286,4,4,2,0,88,0,0,0,0,0,6,2006,9,0,142500
2713,905106210,20,4,69.22459016,11553,1,0,3,0,4,0,22,2,2,0,2,5,5,1968,1968,3,1,8,10,1,188,3,4,1,4,4,3,1,673,5,0,378,1051,0,4,1,4,1159,0,0,1159,0,0,1,1,3,1,4,7,7,1,1,1968,2,1,336,4,4,2,466,0,0,0,0,0,0,7,2006,9,4,158000
2714,905107070,60,4,74,7844,1,3,3,0,4,0,22,2,2,0,5,6,7,1978,1978,3,1,5,6,1,203,3,4,1,4,4,3,0,209,5,0,463,672,0,4,1,4,672,728,0,1400,0,0,1,1,3,1,4,6,7,1,1,1978,0,2,440,4,4,2,0,0,0,0,0,0,0,3,2006,9,4,149500
2715,905107220,20,4,69.22459016,9535,1,0,3,0,4,0,22,2,2,0,2,5,5,1967,1967,1,1,5,6,1,450,3,4,1,4,4,3,1,194,3,982,0,1176,0,4,1,4,1458,0,0,1458,1,0,1,1,3,1,4,7,7,1,1,1967,2,2,512,4,4,2,284,0,0,0,0,0,0,7,2006,9,4,165000
2716,905107240,20,4,78,10335,1,0,3,0,4,0,22,2,2,0,2,5,6,1968,1993,1,1,8,10,3,0,3,4,1,4,4,3,4,570,5,0,891,1461,0,2,1,4,1721,0,0,1721,0,0,2,1,3,1,4,7,2,1,1,1968,1,2,440,4,4,2,0,96,180,0,0,0,0,7,2006,9,4,180000
2717,905107300,80,4,69.22459016,7176,1,0,3,0,1,0,22,2,2,0,7,6,6,1978,1978,1,1,5,6,1,200,3,4,1,4,2,1,2,794,5,0,166,960,0,1,1,4,1040,0,0,1040,1,0,1,0,3,1,4,6,7,1,5,1979,2,2,616,4,4,2,131,0,0,0,180,0,0,7,2006,9,4,160500
2718,905108090,90,4,69.22459016,9662,1,0,3,0,4,0,22,2,2,2,2,5,4,1977,1977,1,1,8,10,3,0,3,4,1,2,4,3,5,0,5,0,1967,1967,0,4,1,4,1967,0,0,1967,0,0,2,0,6,2,4,10,7,0,1,1977,0,2,580,4,4,2,170,0,0,0,0,0,0,8,2006,9,4,156500
2719,905108120,90,4,75,8235,1,3,3,0,4,0,22,2,2,2,2,5,4,1977,1977,1,1,8,10,1,99,3,4,1,4,4,3,4,483,5,0,1466,1949,0,4,1,4,1949,0,0,1949,0,0,2,0,6,2,4,10,7,0,1,1977,1,2,586,4,4,2,32,0,0,0,0,0,0,5,2006,9,4,157000
2720,905200280,50,4,69.22459016,13650,1,3,3,0,4,0,22,2,2,0,0,5,5,1958,1958,1,1,7,8,3,0,2,2,1,4,4,3,0,57,1,441,554,1052,0,0,1,4,1252,668,0,1920,1,0,2,0,4,1,2,8,7,1,1,1958,2,2,451,4,4,2,0,0,0,0,0,0,0,7,2006,9,4,172500
2721,905200290,20,4,88,13125,1,3,3,0,0,0,22,2,2,0,2,5,4,1957,2000,1,1,12,14,0,67,3,4,1,4,4,3,4,168,1,682,284,1134,0,0,1,4,1803,0,0,1803,1,0,2,0,3,1,4,8,0,1,1,1957,1,2,484,4,4,2,0,0,0,0,0,0,0,1,2006,9,4,155000
2722,905200340,20,4,102,17920,1,3,3,0,4,0,22,2,2,0,2,5,4,1955,1974,3,1,12,10,3,0,3,4,1,4,4,2,0,306,4,1085,372,1763,0,4,1,4,1779,0,0,1779,1,0,1,1,3,1,4,6,7,1,1,1955,2,2,454,4,4,2,0,418,0,0,312,0,0,7,2006,9,0,170000
2723,905200380,30,4,69.22459016,17529,1,3,3,0,4,0,22,2,2,0,2,5,5,1924,1950,1,1,2,14,4,65,3,4,0,4,4,3,5,0,5,0,872,872,0,1,0,1,872,0,0,872,0,0,1,0,2,1,1,5,4,1,5,1924,2,1,322,1,1,0,0,0,116,0,0,0,0,4,2006,9,4,105000
2724,905200490,80,4,69.22459016,10246,1,0,3,0,1,0,22,2,2,0,7,4,9,1965,2001,1,1,11,13,3,0,3,2,1,4,2,0,2,648,5,0,0,648,0,0,1,4,960,0,0,960,1,1,0,0,0,1,4,3,7,0,1,1965,2,1,364,4,4,2,88,0,0,0,0,0,0,5,2006,9,4,145000
2725,905201090,20,4,69.22459016,14175,1,3,0,0,0,1,22,2,2,0,2,5,6,1956,1987,1,1,4,14,3,0,3,4,1,4,4,3,4,988,5,0,200,1188,0,2,1,4,1437,0,0,1437,1,0,1,1,3,1,4,6,3,1,5,1999,2,2,576,4,4,2,304,0,0,0,0,0,0,11,2006,9,4,168000
2726,905202190,20,4,69.22459016,20355,1,3,2,0,4,1,4,2,2,0,2,7,6,1967,1967,1,5,8,10,1,123,3,4,1,2,4,0,4,810,0,826,229,1865,0,4,1,4,1830,0,0,1830,1,0,1,0,2,1,4,6,7,2,1,1967,2,2,521,4,4,2,0,115,168,0,0,0,0,6,2006,9,4,278000
2727,905202210,20,4,87,13050,1,3,2,0,4,1,4,2,2,0,2,5,6,1963,1963,0,5,13,15,3,0,3,4,1,2,4,0,4,104,0,850,46,1000,0,0,1,4,1000,0,0,1000,1,0,1,0,1,1,4,4,7,2,1,1993,2,2,575,4,4,2,238,0,148,0,0,0,0,4,2006,9,4,164000
2728,905225080,50,4,81,15593,1,3,3,0,0,0,4,2,2,0,0,7,4,1953,1953,1,1,2,0,3,0,2,4,1,4,4,3,1,603,5,0,701,1304,1,4,1,4,1304,983,0,2287,0,0,2,0,3,1,4,7,7,1,1,1953,0,2,667,4,4,2,0,21,114,0,0,0,0,7,2006,9,4,225000
2729,905300010,85,4,72,10820,1,3,3,0,0,0,22,1,2,0,6,5,7,1971,1972,1,1,5,6,1,153,3,4,2,2,4,0,2,535,4,159,88,782,0,0,1,4,810,0,0,810,1,0,1,0,2,1,4,4,7,0,5,1973,2,2,576,4,4,2,0,0,0,0,0,0,0,6,2006,9,4,130000
2730,905300080,20,4,100,13350,1,0,3,0,4,0,22,2,2,0,2,5,5,1974,1974,3,1,5,10,3,0,3,4,1,4,4,3,0,762,5,0,102,864,0,4,1,4,894,0,0,894,1,0,1,0,3,1,4,5,7,1,1,1974,2,2,440,4,4,2,241,0,0,0,0,0,0,6,2006,9,4,142500
2731,905351045,150,4,69.22459016,1700,1,3,1,0,4,0,4,2,2,3,0,7,5,1980,1981,1,1,11,13,3,0,2,4,2,2,4,2,2,397,5,0,33,430,0,4,1,4,880,680,140,1700,1,0,2,1,2,1,2,7,7,0,2,1980,0,1,450,2,4,2,188,36,0,0,200,0,0,4,2006,9,4,148400
2732,905351150,120,4,69.22459016,5271,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,12,14,3,0,3,4,2,2,4,1,2,1082,5,0,371,1453,0,2,1,4,1453,0,0,1453,1,0,1,1,2,1,2,6,7,1,1,1986,1,2,445,4,4,2,0,80,0,0,184,0,0,12,2006,9,0,190000
2733,905402110,20,4,75,9375,1,3,3,0,0,0,7,2,2,0,2,4,5,1954,1954,1,1,7,8,3,0,3,2,1,4,4,3,4,799,5,0,168,967,0,0,1,4,1350,0,0,1350,0,0,1,1,3,1,4,6,7,1,1,1954,1,2,504,4,4,2,237,0,0,0,0,0,0,6,2006,9,4,146000
2734,905403050,50,4,62,6488,1,3,3,0,4,0,7,2,2,0,0,5,5,1942,1950,1,1,2,14,3,0,3,4,0,4,4,3,3,230,5,0,569,799,0,0,0,0,799,351,0,1150,0,0,1,0,3,1,4,6,4,2,3,1942,2,1,215,4,4,2,264,0,0,0,0,0,0,3,2006,9,3,128000
2735,905426100,20,4,78,7800,1,3,0,0,4,1,7,2,2,0,5,5,8,1948,2002,1,1,7,8,3,0,3,2,1,4,2,3,2,603,5,0,293,896,0,0,1,4,1112,896,0,2008,1,0,3,0,3,1,0,8,7,0,1,1948,2,1,230,4,4,2,103,0,0,0,0,0,0,8,2006,9,4,225000
2736,905426150,80,4,69.22459016,19690,1,0,3,0,1,0,7,2,2,0,7,6,7,1966,1966,0,5,8,10,3,0,2,2,1,2,4,0,5,0,5,0,697,697,0,4,1,4,1575,626,0,2201,0,0,2,0,4,1,2,8,7,1,1,1966,2,2,432,2,2,2,586,236,0,0,0,738,0,8,2006,9,2,274970
2737,905427010,70,4,114,19950,1,3,3,0,0,0,7,2,2,0,5,6,7,1928,1950,1,1,13,10,3,0,3,4,2,4,4,3,5,0,5,0,672,672,0,0,1,4,1337,672,0,2009,0,0,2,0,4,1,4,8,7,2,0,1928,2,3,795,4,4,1,0,42,0,0,180,0,0,12,2006,9,4,235000
2738,905427030,75,4,60,19800,1,3,3,0,4,0,7,2,2,0,4,6,8,1935,1990,1,1,2,14,3,0,3,4,0,4,4,3,4,425,5,0,1411,1836,0,2,1,4,1836,1836,0,3672,0,0,3,1,5,1,2,7,7,2,5,1993,2,2,836,4,4,2,684,80,32,0,0,0,0,12,2006,9,4,415000
2739,905427140,80,4,78,11679,1,0,3,0,4,0,7,2,2,0,7,5,5,1962,1962,1,1,8,10,4,96,3,4,1,4,4,1,0,612,4,1164,0,1776,0,0,1,4,1560,0,0,1560,0,1,2,0,3,1,4,6,3,1,1,1962,0,2,528,4,4,2,453,253,144,0,0,0,0,5,2006,9,4,182000
2741,905451410,20,4,70,10519,1,3,3,0,4,0,7,2,2,0,2,5,8,1955,1999,3,1,7,8,4,164,3,4,1,4,4,2,5,0,5,0,1057,1057,0,2,1,4,1057,0,0,1057,0,1,1,0,3,1,2,6,7,0,1,1955,2,1,288,4,4,2,0,0,0,0,0,0,0,3,2006,9,4,137000
2742,905452140,50,4,75,9525,1,3,3,0,4,0,7,2,2,0,0,6,4,1954,1972,1,1,12,14,3,0,3,4,1,4,1,3,4,444,5,0,550,994,0,2,1,4,1216,639,0,1855,0,0,2,0,4,1,4,7,7,0,1,1954,2,1,325,4,4,2,182,0,0,0,0,0,0,10,2006,9,4,136900
2743,905452150,50,4,75,9525,1,3,3,0,4,0,7,2,2,0,0,6,5,1953,1953,1,1,7,8,3,0,3,4,1,4,4,3,3,468,5,0,532,1000,0,4,1,4,1068,541,0,1609,0,0,1,1,5,1,4,7,7,0,1,1953,2,1,305,1,4,2,0,0,0,0,0,0,0,7,2006,9,4,149900
2744,905475150,20,4,57,6420,1,0,3,0,4,0,7,2,2,0,2,5,7,1952,1952,1,1,12,14,3,0,3,4,2,0,2,2,3,210,0,551,219,980,0,1,1,0,1148,0,0,1148,0,1,1,0,2,1,4,6,7,0,5,1952,2,1,308,4,4,2,0,0,0,0,0,0,0,9,2006,9,4,123500
2746,905480160,50,4,50,7585,1,3,3,0,4,0,7,0,2,0,0,5,3,1948,1950,1,1,7,8,3,0,3,4,1,1,1,2,5,0,5,0,810,810,0,1,1,0,1002,454,0,1456,1,1,1,0,4,1,4,7,7,1,5,1954,2,1,280,4,4,1,0,0,0,0,0,0,0,8,2006,9,4,91500
2747,906202040,20,4,69.22459016,11200,1,3,3,0,4,0,23,2,2,0,2,6,5,1985,1985,1,1,12,15,1,85,2,4,1,2,4,3,2,1258,5,0,40,1298,0,4,1,4,1298,0,0,1298,1,0,2,0,3,1,2,5,7,1,1,1985,2,2,403,4,4,2,165,26,0,0,0,0,0,5,2006,9,4,180000
2748,906204180,60,4,88,12128,1,0,0,0,4,0,23,2,2,0,5,6,4,1989,1989,1,1,5,6,1,232,2,4,1,2,4,3,0,549,5,0,319,868,0,0,1,4,1313,1246,0,2559,0,0,2,1,4,1,0,9,7,1,1,1989,1,2,506,4,4,2,0,245,0,0,168,0,0,11,2006,9,0,209000
2749,906223180,60,4,80,9554,1,0,3,0,4,0,23,2,2,0,5,8,5,1993,1994,1,1,11,13,1,125,2,4,2,2,4,3,2,380,5,0,397,777,0,0,1,4,1065,846,0,1911,0,0,2,1,3,1,2,8,7,1,1,1993,1,2,471,4,4,2,182,81,0,0,0,0,0,9,2006,9,4,215000
2750,906225180,90,4,73,9069,1,3,3,0,4,0,23,2,2,2,6,6,8,1993,1993,1,1,5,6,3,0,2,2,2,2,4,0,3,261,2,1083,0,1344,0,2,1,4,1440,0,0,1440,2,0,2,0,2,2,2,8,7,0,1,1993,2,4,920,4,4,2,288,0,0,0,0,0,0,4,2006,9,4,224500
2751,906380110,60,4,133,11003,1,1,3,0,4,0,5,2,2,0,5,7,5,2005,2006,1,1,11,13,3,0,2,4,2,2,4,3,5,0,5,0,1308,1308,0,0,1,4,1308,568,0,1876,0,0,2,1,3,1,2,7,7,0,3,2005,1,3,848,4,4,2,0,40,0,0,0,0,0,7,2006,6,5,229800
2752,906380150,20,4,64,7488,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,11,13,3,0,2,4,2,2,4,0,2,393,5,0,815,1208,0,0,1,4,1208,0,0,1208,0,0,2,0,2,1,2,6,7,0,1,2005,1,2,632,4,4,2,105,58,0,0,0,0,0,2,2006,9,0,183600
2753,906380170,20,4,64,7406,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,11,13,4,84,2,4,2,2,4,0,2,684,5,0,515,1199,0,0,1,4,1220,0,0,1220,1,0,2,0,2,1,2,6,7,0,1,2006,1,2,632,4,4,2,105,54,0,0,0,0,0,7,2006,6,5,194000
2754,906380180,20,4,64,6762,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,11,13,3,0,2,4,2,2,2,0,5,0,5,0,1286,1286,0,0,1,4,1294,0,0,1294,0,0,2,0,2,1,2,6,7,1,1,2006,1,2,662,4,4,2,168,55,0,0,0,0,0,7,2006,6,5,193879
2755,906382030,20,4,86,11210,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,11,13,1,240,2,4,2,2,4,0,2,20,5,0,1594,1614,0,0,1,4,1614,0,0,1614,0,0,2,0,3,1,2,7,7,0,1,2005,1,3,865,4,4,2,144,59,0,0,0,0,0,7,2006,6,5,221500
2756,906382040,20,4,73,8990,1,0,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,11,13,3,0,2,4,2,2,4,2,5,0,5,0,1498,1498,0,0,1,4,1498,0,0,1498,0,0,2,0,2,1,2,5,7,0,1,2006,1,2,675,4,4,2,351,33,0,0,0,0,0,4,2006,6,5,204900
2757,906382050,60,4,73,8760,1,3,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,11,13,3,0,2,4,2,2,2,2,2,464,5,0,927,1391,0,0,1,4,1391,571,0,1962,0,0,2,1,3,1,2,7,7,0,1,2006,1,3,868,4,4,2,0,90,0,0,0,0,0,8,2006,6,5,239799
2758,906392090,20,4,90,13377,1,3,3,0,0,0,5,2,2,0,2,6,5,2006,2006,3,1,11,13,3,0,2,4,2,2,4,3,2,1576,5,0,260,1836,0,2,1,4,1846,0,0,1846,1,0,2,0,3,1,2,7,7,1,1,2006,1,2,495,4,4,2,0,32,0,0,0,0,0,7,2006,6,5,233555
2759,906392100,20,4,78,11645,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,11,13,3,0,2,4,2,2,4,0,2,1300,5,0,434,1734,0,0,1,4,1734,0,0,1734,1,0,2,0,3,1,2,7,7,0,1,2005,0,2,660,4,4,2,160,24,0,0,0,0,0,1,2006,9,4,260000
2760,906392120,20,4,78,11645,1,3,3,0,4,0,5,2,2,0,2,8,5,2005,2006,3,1,11,13,1,198,2,4,2,0,4,1,2,1122,5,0,448,1570,0,0,1,4,1590,0,0,1590,1,0,2,1,2,1,0,6,7,0,1,2005,0,3,754,4,4,2,176,80,0,0,0,0,0,8,2006,6,5,294900
2761,906394010,60,4,91,10984,1,0,3,0,0,0,5,2,2,0,5,7,5,2005,2006,1,1,11,13,3,0,2,4,2,2,4,1,5,0,5,0,945,945,0,0,1,4,945,864,0,1809,0,0,2,1,3,1,2,8,7,0,1,2005,1,2,638,4,4,2,144,54,0,0,0,0,0,5,2006,6,5,209700
2762,906394040,20,4,78,9316,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,11,13,1,140,2,4,2,2,4,1,2,56,5,0,1558,1614,0,0,1,4,1614,0,0,1614,0,0,2,0,3,1,2,7,7,1,1,2005,0,2,576,4,4,2,100,45,0,0,0,0,0,3,2006,9,4,225000
2763,906394060,60,4,78,9316,1,0,3,0,4,0,5,2,2,0,5,7,5,2005,2005,1,1,11,13,1,532,2,4,2,2,4,0,5,0,5,0,784,784,0,0,1,4,784,812,0,1596,0,0,2,1,3,1,2,6,7,0,1,2005,1,2,610,4,4,2,144,45,0,0,0,0,0,6,2006,9,4,181000
2764,906420020,60,4,80,10041,1,0,3,0,4,0,23,2,2,0,5,8,5,1992,1992,1,1,5,6,3,0,2,4,2,2,4,2,2,789,5,0,119,908,0,0,1,4,927,988,0,1915,1,0,2,1,3,1,2,8,7,1,1,1992,0,2,506,4,4,2,120,150,0,0,0,0,0,2,2006,9,0,220000
2765,906426090,20,4,69.22459016,36500,1,0,2,0,4,1,4,2,2,0,2,5,5,1964,1964,1,1,12,14,0,621,3,2,1,4,4,0,4,812,5,0,812,1624,0,1,1,4,1582,0,0,1582,0,1,2,0,4,1,4,7,7,0,1,1964,2,2,390,4,4,0,168,198,0,0,0,0,0,6,2006,9,4,190000
2766,906475050,80,4,69.22459016,21453,1,0,2,0,1,2,4,2,2,0,7,6,5,1969,1969,0,3,8,10,3,0,3,4,1,4,4,1,0,938,5,0,0,938,0,0,1,4,988,0,0,988,1,0,1,0,1,1,4,4,7,2,1,1969,2,2,540,4,4,2,0,130,0,130,0,0,0,10,2006,9,4,180000
2767,906475200,20,4,62,70761,1,0,2,0,4,1,4,2,2,0,2,7,5,1975,1975,1,7,8,10,3,0,3,4,1,2,4,1,0,655,5,0,878,1533,0,4,1,4,1533,0,0,1533,1,0,2,0,2,1,2,5,7,2,1,1975,2,2,576,4,4,2,200,54,0,0,0,0,0,12,2006,9,4,280000
2768,906476140,20,4,80,12000,1,3,3,0,4,0,4,2,2,0,2,6,5,1968,1968,1,1,8,10,3,0,3,1,1,2,1,3,3,853,5,0,535,1388,0,2,1,4,1388,0,0,1388,1,0,2,0,3,1,4,6,7,1,1,1968,1,2,522,4,4,2,0,58,0,0,0,0,0,7,2006,0,0,158900
2769,907125020,85,4,57,8846,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,11,13,3,0,2,4,2,2,4,0,2,298,5,0,572,870,0,0,1,4,914,0,0,914,0,0,1,0,2,1,4,5,7,0,5,1998,2,2,576,4,4,2,0,0,0,0,0,0,0,7,2006,9,4,148000
